facility_id,clean_name,clean_type,clean_parish,clean_capacity,licence_issue_date,inspection_date,lat,lon,remarks
09214,Anderson-Salazar Clinic,Clinic,St. Peter,,2022-10-10,,12.72334,-59.07624,Reinspection due
0ca67e,Anderson-Stokes,Community Health Centre,St. Michael,468.0,2025-07-13,2021-04-02,,,
261,Anderson-Thompson Clinic,Community Health Centre,St. George,482.0,2018-11-20,,13.1073,-58.72728,Good
HF-0688,Anderson-Walker Clin,Unknown,St. George,,2021-02-22,,13.02301,-58.92459,-
263,Anderson-White,Polyclinic,St. Joseph,394.0,2021-07-16,,13.18047,-59.2982,Needs upgrade
264,Anderson-York Polyclinic,Community Health Centre,St. George,,2025-05-21,,12.94447,-59.29222,Reinspection due
HF-9848,"Andrade, Dickson And Wilson Clinic",Clinic,St. James,,2020-02-10,,,,-
266,"Andrade, West And Daniels",Clinic,St. Michael,386.0,2017-09-07,,,,Good
267,Andrews Group,Community Health Centre,St. James,,2023-12-17,,12.8675,-59.04942,Reinspection due
06188,"Andrews, Dawson And Smith",Hospital,St. Andrew,218.0,2025-08-25,,13.24656,-58.81446,Reinspection due
#8325,"Andrews,-Chen-And-Rubio",Polyclinic,St. Andrew,265.0,2025-10-16,,12.9659,-58.96685, 
270,Andrews-Anthony Health Centre,Community Health Centre,St. Joseph,304.0,2024-07-23,,,,-
271,Andrews-Cummings Hosp,Unknown,St. James,356.0,2016-07-24,,,,Reinspection due
272,Andrews-Foster Health Centre,Clinic,St. John,486.0,2021-06-12,,13.04147,-58.84077,♥
273,Andrews-Harrison Health Centre,Clinic,St. Michael,354.0,2022-01-18,,13.20364,-59.15607,Reinspection due
#2279,Andrews-Llc Polyclinic,Clinic,St. Lucy,361.0,2019-09-21,,13.06556,-58.83818,
275,Andrews-Sanders,Community Health Centre,St. Michael,,,,12.76359,-58.88482,
03617,Andrews-Thompson Clinic,Community Health Centre,St. Peter,,2021-01-18,,13.21668,-58.95011,Good
#1961,Anthony And Sons Infirmary,Clinic,St. John,,2020-12-02,,,,
04569,Anthony Plc (Hcruhc),Community Health Centre,Hcruhc Tsirhc,215.0,2024-02-22,,13.18597,-59.09495,Good
HF-3037,"Anthony, Castillo And James Infirmary",Unknown,St. Joseph,,2025-02-21,,,,Follow-up 2023
8611,"Anthony,-Parker-And-Bowman",Clinic,St. Andrew,,2018-07-10,,,,
281,Anthony-Scott Health Centre,Polyclinic,St. Andrew,180.0,2025-11-02,2023-09-28,12.89519,-59.00598,Good
01032,"Archer, Perry And Hall",Clinic,St. John,141.0,2024-02-19,,13.04259,-59.25231,Reinspection due
02309,"Archer,-Hughes-And-Porter",Community Health Centre,Christ Church,,2019-08-29,,,,-
4597,Archer-House,Hospital,St. Peter,,2025-05-19,,,, 
9086,Arellano Group Medical Center,Clinic,St. Joseph,342.0,2020-01-27,,,,Needs upgrade
efed3d,Arellano Inc,Unknown,St. James,55.0,2024-09-10,,13.03385,-59.28796,Needs upgrade
#6759,"Arellano,-Castaneda-And-Evans",Polyclinic,St. Lucy,487.0,2018-08-22,2024-05-12,13.08286,-58.84846,Good
03177,Arellano-Freeman,Hospital,St. Michael,,2025-08-18,,12.78626,-58.88712,
83522d,"Arias, Bean And Anderson Health Centre",Polyclinic,St. James,,2024-04-03,,,,-
290,Arias-And-Sons,Community Health Centre,Hcruhc Tsirhc,35.0,2024-12-22,,,,Follow-up 2023
291,Armstrong Inc Medical Center,Clinic,St. Andrew,,2025-05-30,,13.1858,-58.73313, 
e4f83d,Armstrong Ltd Health Centre,Community Health Centre,St. Michael,,2021-05-02,,13.05945,-58.83313,
04622,Armstrong Plc Polyclinic,Other,St. Lucy,483.0,2023-08-02,,,,♥
294,Armstrong-And-Sons Health Centre,Unknown,Christ Church,328.0,2019-05-11,,13.19468,-58.8556,Good
01587,Armstrong-Daniels,Community Health Centre,Christ Church,109.0,2022-12-17,,,,Good
01939,Armstrong-Davis Polyclinic,Unknown,St. John,,2018-07-01,,13.18148,-59.015,
89d929,Arnold Llc Clin,Unknown,St. Peter,105.0,2019-11-25,,12.87689,-58.97436,Good
03244,Arnold Llc Infirmary,Clinic,St. James,49.0,2021-11-19,2023-03-26,,,♥
8848,Arnold Ltd Polyclinic,Clinic,St. Joseph,11.0,2024-08-25,,,,Good
#3115,"Arnold, Diaz And Ortiz",Clinic,St. Lucy,10.0,2020-03-31,,,,
301,"Arnold, Gibson And Williams",Hospital,St. Peter,,2017-12-25,,,,Follow-up 2023
302,"Arnold, Hernandez And Allen Hospital",Unknown,St. Peter,390.0,2022-12-01,,13.08769,-58.94351,Needs upgrade
6763,"Arnold, Hudson And Clayton Health Centre",Community Health Centre,St. Peter,,2019-04-27,,13.25409,-58.87256,Reinspection due
HF-0145,"Arnold, White And Barrett Clinic",Other,St. James,199.0,2025-08-31,,,,
5928,Arnold-Bailey Polyclinic,Unknown,St. George,,2025-11-22,,13.17843,-58.70757,♥
HF-4624,Arnold-Cameron Hospital,Clinic,St. James,333.0,2016-05-26,,13.11958,-58.83845,♥
07387,Arnold-Hoffman,Polyclinic,St. James,270.0,2024-05-08,2024-12-26,,,Follow-up 2023
08165,Arnold-Horne Clinic,Community Health Centre,St. Andrew,414.0,2024-11-23,,12.83461,-59.28376,Good
5341,Arnold-Jones Infirmary,Unknown,St. Michael,,2020-10-03,,12.99279,-58.99006,
01579,Arnold-Mccarty Infirmary,Clinic,St. Andrew,379.0,2019-11-28,,13.20478,-59.27953,Good
00456,Arnold-Ramirez Polyclinic,Hospital,Christ Church,,2022-12-29,,13.11835,-59.00419,
4c3a87,Arroyo Group Health Centre,Polyclinic,St. John,235.0,2018-12-01,,,,Good
1426,Arroyo Llc Clinic,Unknown,St. James,122.0,2025-01-28,,12.80884,-58.94243, 
34e24e,"Arroyo, Lee And Ford Medical Center",Community Health Centre,St. Andrew,,2016-03-29,,12.73776,-58.73343,Good
HF-1711,Ashley Plc Infirmary,Polyclinic,St. George,,2018-10-27,,13.24336,-59.17196,Reinspection due
#2237,"Ashley,-Ellis-And-Wood",Hospital,St. George,10.0,,2022-04-26,13.07073,-58.835,Reinspection due
HF-4328,Ashley-Harris Polyclinic,Hospital,St. John,,2017-10-05,,,,Needs upgrade
#4320,Ashley-Llc,Clinic,St. Peter,,2023-10-21,,12.90886,-59.20026,
319,Ashley-Snow,Hospital,St. Joseph,297.0,2023-12-10,,13.28638,-58.93541, 
HF-1680,Atkins Inc Hosp,Polyclinic,St. Lucy,321.0,2021-10-31,,13.03149,-59.25258,Good
08941,Atkins Inc Infirmary,Polyclinic,St. James,174.0,2022-09-23,,12.84919,-59.10997,♥
02452,Atkins Plc Clinic,Clinic,St. James,304.0,2022-05-21,,12.79633,-59.06818,Reinspection due
323,Atkins Plc Infirmary,Clinic,St. Peter,,2020-06-13,,,,
854,"Atkins, Hunt And Webb Polyclinic",Community Health Centre,St. Michael,10.0,2025-04-05,,13.19004,-58.76378, 
e3c8ec,"Atkins, Romero And Davis Health Centre",Hospital,St. Michael,302.0,2018-03-30,2022-04-25,12.86689,-59.0511, 
326,Atkins-Llc,Clinic,St. Joseph,37.0,2023-03-22,,,,Follow-up 2023
327,Atkins-Watkins,Community Health Centre,St. Joseph,,2023-04-13,,,,Follow-up 2023
1138,"Atkinson,-Wells-And-Rios Polyclinic",Community Health Centre,St. James,,2022-01-15,,,,Follow-up 2023
HF-7948,Atkinson-Boyer Health Centre,Community Health Centre,Christ Church,,2019-06-08,,,,
330,Atkinson-Charles Hosp,Hospital,St. Lucy,375.0,2021-07-12,,13.15935,-59.24133,-
HF-2145,Austin Group,Community Health Centre,St. George,418.0,2021-02-18,,,,
332,"Austin, Davis And Alvarez Polyclinic",Clinic,St. John,274.0,2017-04-16,,13.16776,-59.11594,Follow-up 2023
333,"Austin, Evans And Page",Community Health Centre,Christ Church,315.0,2018-02-21,,,,Needs upgrade
334,"Austin, Hill And Ramsey Hospital",Community Health Centre,Christ Church,,2022-03-28,,,,♥
335,"Austin, Robertson And Russo Medical Center",Community Health Centre,St. George,,2023-10-23,,13.16886,-59.22451,-
HF-0200,"Austin, Smith And Hamilton Hosp",Clinic,Christ Church,,2025-10-08,,12.70468,-58.77693, 
5862,"Austin,-Perez-And-Vaughn Infirmary",Unknown,St. Joseph,263.0,2016-08-24,,12.73185,-59.14483,Needs upgrade
5839,Austin-Martin,Clinic,St. Lucy,459.0,2017-02-22,,,, 
904,Austin-Mitchell,Unknown,St. George,90.0,2025-06-13,2022-02-09,12.70819,-59.076,Follow-up 2023
51d453,Austin-Rodriguez,Clinic,St. John,55.0,2024-05-07,,13.01426,-59.08976,-
bd51df,Austin-Romero Medical Center,Unknown,St. Joseph,,2021-06-02,,12.76806,-58.98349,
#7099,Avery Plc,Unknown,St. George,232.0,2024-03-05,,12.71291,-59.02038,-
c9d334,Avery Plc Clin,Clinic,St. James,,2020-07-10,,12.88567,-59.20635,
e6b995,"Avery, Goodwin And Mitchell Health Centre",Clinic,St. Peter,,2018-10-10,,,,
345,"Avery, Middleton And Le",Hospital,St. John,,2020-05-27,,12.71967,-59.13804,
87aec8,"Avery, Torres And Evans Hosp",Polyclinic,St. Joseph,375.0,2016-03-07,,12.89575,-59.23322,Follow-up 2023
347,"Avery,-Mendoza-And-Cook",Clinic,St. George,,2021-06-15,,12.82759,-58.91246,Follow-up 2023
2508,Avery-Macias,Community Health Centre,St. Joseph,65.0,2016-12-21,,12.83906,-59.22658,Good
05487,"Avila, Craig And Glass Polyclinic",Unknown,St. Lucy,,2022-06-22,2024-02-10,,,Follow-up 2023
HF-7626,"Avila, Swanson And Oliver",Clinic,St. Peter,10.0,2024-08-05,,12.77075,-59.04812,
5132,Avila-Grant Hospital,Polyclinic,St. Peter,253.0,2019-12-16,,12.85595,-59.25158, 
0dacea,Avila-Jones Hospital,Hospital,Christ Church,156.0,2017-04-19,,13.28658,-59.21736,-
353,"Ayala,-Carter-And-Morton Hosp",Community Health Centre,St. Joseph,245.0,2018-01-02,,,,
05535,Ayala-Day Clinic,Polyclinic,St. James,134.0,2022-01-17,,,,Needs upgrade
355,"Ayers, Steele And Wheeler Clinic",Clinic,St. Peter,210.0,2017-05-30,,12.77935,-58.71316,Reinspection due
#9299,"Ayers,-Gordon-And-Burnett Medical Center",Hospital,St. Joseph,337.0,2016-01-23,,,,Reinspection due
#7398,Ayers-Baker,Unknown,St. Joseph,,2019-04-05,,,,
#7069,Ayers-Graham Medical Center,Clinic,Christ Church,413.0,2017-03-07,,13.23501,-59.07713,Reinspection due
097679,Ayers-King Clinic,Community Health Centre,St. John,,2019-12-08,,12.9968,-59.20064,
360,Bailey And Sons Health Centre,Hospital,St. John,124.0,2016-06-03,,13.04852,-58.70293,Reinspection due
#8278,Bailey Group Hospital,Hospital,St. Joseph,338.0,2018-12-23,2018-06-09,12.8073,-59.15895,Needs upgrade
01301,Bailey Group Infirmary,Polyclinic,St. Peter,,2023-06-15,,12.73177,-59.13926,Reinspection due
09102,Bailey Inc Health Centre,Community Health Centre,St. Michael,,2024-09-28,,12.74909,-58.99886,
HF-2949,Bailey Llc Hosp,Other,St. George,406.0,2017-01-12,,12.84951,-58.76584,Follow-up 2023
365,Bailey Ltd,Clinic,St. James,10.0,2016-01-23,,13.03978,-58.75691,-
#5148,Bailey Ltd Hosp,Clinic,St. John,10.0,2023-06-01,2019-03-24,,,♥
367,Bailey Ltd Infirmary,Hospital,St. James,,2022-11-15,,12.75493,-58.94555,Good
368,"Bailey, Grant And Jordan Clinic",Unknown,St. Lucy,27.0,2019-05-01,,12.80299,-58.80306,Good
369,"Bailey, James And Duncan Infirmary",Clinic,St. John,10.0,2016-10-20,,,,Needs upgrade
7542,"Bailey, Marsh And Baker Clinic",Community Health Centre,St. Andrew,,2021-10-10,,,,
02705,"Bailey, Meyers And Garza Health Centre",Community Health Centre,St. Peter,,2016-02-26,,12.99677,-59.06773,Good
372,"Bailey, Phelps And Castillo Clinic",Hospital,St. George,9.0,2019-01-11,,13.27408,-58.76864,Needs upgrade
373,"Bailey, Roth And Keller",Community Health Centre,St. George,379.0,2024-05-01,,,,
08702,Bailey-Bishop Polyclinic,Hospital,St. Peter,69.0,2016-08-04,,,,
0292d6,Bailey-Group Health Centre,Community Health Centre,St. George,,2024-07-11,,,,♥
376,Bailey-Jones Hosp,Polyclinic,St. Joseph,8.0,2025-12-17,2019-02-01,12.83455,-59.14595,Good
HF-0578,Bailey-Lee,Community Health Centre,St. James,,2019-02-19,,13.11804,-58.89566,
1894,Bailey-Lucas Hospital,Polyclinic,St. James,244.0,2021-11-19,,13.05389,-58.98789,-
379,Bailey-Martin Infirmary,Other,St. James,406.0,2024-05-06,2022-07-22,13.215,-58.76914,-
HF-1769,Bailey-Oconnor Hosp,Hospital,St. Lucy,69.0,2020-03-16,,,,-
#2290,Bailey-Rose,Community Health Centre,St. Michael,148.0,2022-05-18,,12.85355,-59.21438,Follow-up 2023
#545,Bailey-Williams Hospital,Polyclinic,St. Andrew,,2024-02-12,2024-02-03,,,Good
8e83ba,Baird Llc,Community Health Centre,St. James,,2016-09-23,,,,Needs upgrade
03995,"Baird, Espinoza And Mueller Medical Center",Unknown,St. Lucy,10.0,2024-07-22,,12.80963,-59.28492,Good
385,Baker And Sons Hosp,Unknown,St. Andrew,48.0,2024-08-20,2021-07-04,13.15298,-58.87063, 
00802,Baker And Sons Hosp,Clinic,St. Lucy,128.0,2025-02-17,,13.23679,-59.12124,
9276e7,Baker And Sons Medical Center,Polyclinic,St. Joseph,,2017-09-27,,,,-
HF-7034,Baker Group Clinic,Other,Christ Church,367.0,2018-04-20,,13.10412,-58.73749,
#6437,Baker Group Hospital,Community Health Centre,Christ Church,,2022-05-25,,13.29055,-59.0852,Reinspection due
04963,Baker Group Infirmary,Polyclinic,St. James,104.0,2018-02-13,2025-06-21,,, 
#3945,Baker Inc,Polyclinic,St. Peter,489.0,2020-06-16,,12.94822,-59.19427,♥
2286,Baker Ltd Hospital,Unknown,St. Joseph,,2024-10-30,2022-10-10,13.15715,-59.28374,-
393,Baker Plc,Unknown,St. Peter,332.0,2025-08-01,,,,
394,Baker Plc,Community Health Centre,Christ Church,296.0,2017-09-28,,12.96327,-59.29946, 
f9df2f,"Baker, Adams And Lin Medical Center",Unknown,St. Andrew,151.0,2019-02-22,,,,
7552,"Baker, Bishop And Walters",Community Health Centre,Christ Church,3.0,2016-03-09,,12.96314,-59.28151,Needs upgrade
05977,"Baker, Case And Jackson Hosp",Hospital,St. John,,2025-11-22,2023-06-21,,,Reinspection due
00204,"Baker, Castaneda And Erickson Clin",Community Health Centre,St. John,,2017-06-17,,12.70715,-58.85114,Reinspection due
2054,"Baker, Daugherty And Savage",Community Health Centre,St. James,,2024-05-04,,13.00314,-59.00162,Needs upgrade
06129,"Baker, Davis And Singh",Community Health Centre,St. Joseph,143.0,2020-03-24,,12.95057,-58.91751,Reinspection due
04967,"Baker, Glass And Johns",Community Health Centre,St. Lucy,,2024-11-02,,,,
#5495,"Baker, Larsen And Clark",Unknown,Christ Church,,2023-09-12,,13.25633,-59.08173,♥
5003,"Baker, Lee And Brandt Health Centre",Community Health Centre,Christ Church,,2025-09-25,,,, 
#7841,"Baker, Mccann And Taylor Polyclinic",Clinic,St. Peter,,2020-07-22,,13.1966,-58.73248,♥
4474,"Baker,-Adams-And-Gomez",Clinic,St. James,261.0,2024-02-01,,13.29624,-58.76005,-
4536,Baker-Cabrera Polyclinic,Polyclinic,St. Joseph,51.0,2021-11-20,,12.76606,-58.99814,
#3148,Baker-Cameron Clinic,Polyclinic,St. Michael,,2018-12-29,,13.10432,-59.13226, 
HF-1231,Baker-Ewing Polyclinic,Community Health Centre,St. James,,2019-01-31,2023-08-15,12.99946,-58.77379,Reinspection due
409,Baker-Green,Hospital,Christ Church,420.0,2020-09-16,,13.12058,-58.94417,♥
410,Baker-Martinez,Unknown,St. Andrew,382.0,2019-09-05,2022-02-25,12.80997,-59.26537,Good
411,Baker-Orr Medical Center,Unknown,St. Michael,,2019-09-13,,12.77681,-59.04363,Follow-up 2023
022,Baker-Taylor Hosp,Unknown,St. Joseph,,2018-04-02,,12.70994,-59.24115,
413,Baker-Woods Clin,Hospital,St. George,390.0,2021-12-13,,,,Needs upgrade
9c0c31,"Baldwin,-Anderson-And-Dodson Infirmary",Polyclinic,St. Joseph,103.0,2020-09-16,,,,♥
415,"Baldwin,-Flowers-And-Miller Polyclinic",Other,St. Andrew,,2024-04-02,,13.20764,-59.03554,
416,"Baldwin,-Murphy-And-Graham Hosp",Other,St. John,335.0,2018-05-10,,12.7966,-59.03032,-
417,Ball Inc,Polyclinic,St. John,,2021-07-02,,,,Needs upgrade
418,Ball Ltd Medical Center (Ycul),Community Health Centre,St. Lucy,,2017-10-17,2023-11-28,13.05101,-58.99042,Follow-up 2023
#8598,Ball Plc Polyclinic,Unknown,St. Lucy,44.0,2019-04-12,,13.05383,-59.05367,Good
HF-0496,"Ball, Acosta And Juarez Hospital",Clinic,St. Joseph,424.0,2018-03-16,,13.29571,-59.27801,Good
02550,"Ball,-Brown-And-Crawford Hospital",Clinic,St. George,262.0,2016-08-10,,13.27707,-59.13342,
422,Ball-Berry Hosp,Unknown,St. James,190.0,2023-08-29,,,,Good
6772,Ball-Inc,Clinic,St. Michael,468.0,2017-04-10,,13.10867,-59.08611,Good
HF-6337,Ball-Scott Medical Center,Unknown,St. Peter,474.0,2024-12-24,2019-01-12,12.9435,-59.12291,
4058,Ball-Young Clinic,Hospital,St. John,187.0,2018-03-09,,12.89134,-58.83343,
6749,"Ballard, Rhodes And Greene Hosp",Clinic,St. James,414.0,2018-03-29,,13.00747,-58.82319,Good
05797,"Ballard, Salinas And Sanders Hosp",Community Health Centre,St. John,119.0,2023-01-03,,13.10633,-59.00904,Follow-up 2023
428,Ballard-Carpenter,Unknown,Christ Church,66.0,2022-09-05,,13.19365,-59.25112,Good
03975,Ballard-Jackson,Unknown,St. George,315.0,2017-06-04,,12.74453,-59.13856,
430,Ballard-May Polyclinic,Community Health Centre,St. James,,2021-12-03,,13.27101,-58.78387,Reinspection due
431,Ballard-Patterson,Community Health Centre,St. Peter,10.0,2016-02-22,,12.80461,-59.24372,Good
HF-1783,Ballard-Watson Infirmary,Community Health Centre,St. Lucy,173.0,2017-07-26,2019-10-19,13.08647,-58.71275,
f01aac,Banks Llc Polyclinic,Community Health Centre,Christ Church,313.0,2020-09-03,,12.92221,-58.91632,Good
434,Banks Plc Health Centre,Hospital,Christ Church,309.0,2020-01-12,,,,Good
435,"Banks, Chavez And Moran",Community Health Centre,St. Peter,236.0,2021-08-19,,13.12444,-59.14647, 
436,"Banks,-Fisher-And-Hancock Polyclinic",Hospital,St. James,36.0,2016-08-21,,12.9866,-59.03165,♥
179ced,"Banks,-Hill-And-Jimenez",Hospital,St. John,486.0,2023-08-14,,,,Reinspection due
8590,Banks-Fletcher,Polyclinic,St. Joseph,254.0,2019-07-22,,,,Reinspection due
439,Banks-Torres,Polyclinic,St. Andrew,,2016-06-27,2024-02-29,12.97699,-58.77281,
9524,Banks-West Clinic,Polyclinic,St. George,136.0,2023-05-29,,12.93045,-58.9376,Good
441,Barajas Plc,Hospital,St. John,274.0,2021-10-25,,13.20435,-59.01214,
HF-3254,Barajas-Group,Unknown,St. Andrew,473.0,2016-01-30,2022-11-12,12.71805,-59.08088,
#6052,Barber And Sons Hospital,Clinic,St. Lucy,211.0,2025-03-19,2023-12-02,13.2743,-58.90585,Needs upgrade
00933,Barber Llc Infirmary,Clinic,St. James,36.0,2022-08-30,,13.05657,-59.17255,
445,Barber Llc Polyclinic,Clinic,St. Joseph,257.0,2021-03-04,2021-02-26,13.10158,-59.00301,
08891,Barber Plc Hosp,Polyclinic,St. Joseph,281.0,2023-01-18,,13.11823,-58.89483,Follow-up 2023
447,"Barber,-Davis-And-Pham Medical Center",Community Health Centre,St. Peter,444.0,2020-02-04,,13.00797,-58.99946,-
06608,Barber-Diaz Clinic,Hospital,St. George,10.0,2024-11-07,2021-09-07,12.72168,-59.01962, 
#777,Barber-Llc Health Centre,Polyclinic,St. Joseph,,2020-05-30,2021-07-22,,,Good
450,Barker And Sons Clinic,Polyclinic,St. John,407.0,2018-09-27,,12.87227,-59.13008,♥
451,Barker Plc Infirmary,Unknown,St. George,,2022-03-07,,13.18898,-58.93667,Needs upgrade
HF-7555,"Barker, Armstrong And Green",Hospital,St. Peter,,2018-03-02,,12.90118,-59.23803,
453,"Barker, Dunn And Davila Health Centre",Polyclinic,St. Lucy,409.0,2025-06-21,,,,Reinspection due
454,"Barker, Pennington And Mccormick Infirmary",Hospital,St. Lucy,,2019-07-29,,,, 
455,Barker-Black Health Centre,Polyclinic,St. George,10.0,2024-01-10,,12.82877,-58.76708,Reinspection due
883,Barker-Mendez Hosp,Clinic,Christ Church,490.0,2018-10-12,,,,-
457,Barnes Group Health Centre,Clinic,St. Joseph,433.0,2022-10-14,2021-11-03,12.88094,-58.8298,
02791,Barnes Group Infirmary,Community Health Centre,St. John,73.0,2018-04-29,,13.00589,-59.25265,
459,Barnes Llc Polyclinic,Community Health Centre,St. Peter,10.0,2016-07-30,,,,Reinspection due
460,Barnes Ltd Health Centre,Polyclinic,St. Michael,388.0,2021-02-12,,,,
461,"Barnes, Chapman And Meyers Hospital",Hospital,St. Peter,185.0,2016-07-02,,13.16985,-58.96847, 
462,"Barnes, Richardson And Leonard Hosp",Hospital,St. Joseph,242.0,2024-11-19,,12.85921,-59.11794,Follow-up 2023
#6594,"Barnes,-Martinez-And-Moore Polyclinic",Hospital,St. Lucy,79.0,2024-05-28,,13.11562,-59.24961,♥
2e8d92,"Barnes,-Odonnell-And-Peters Hospital",Community Health Centre,St. Peter,91.0,2020-12-11,,13.06183,-59.24052,-
465,"Barnes,-Owens-And-Mathis Polyclinic",Clinic,St. Peter,10.0,2023-11-03,,,, 
466,"Barnes,-Robinson-And-Burgess Hospital",Community Health Centre,St. George,47.0,2016-12-28,,12.92285,-58.85386,♥
HF-5281,"Barnes,-Walsh-And-Ross Hosp",Unknown,St. George,10.0,2018-05-03,,12.97183,-59.18724,Good
08156,Barnes-Burns,Community Health Centre,St. John,,2022-07-22,,12.79047,-58.95258,Reinspection due
591616,Barnes-Group Clin,Hospital,St. James,121.0,2016-10-11,,,, 
5381,Barnes-Jenkins Hosp,Hospital,St. Peter,101.0,2025-04-02,2024-11-02,13.27037,-58.91853,-
071,Barnes-Mccarty,Unknown,St. James,246.0,2023-02-04,2021-10-09,,,-
#9513,Barnes-Perez Medical Center,Hospital,St. Andrew,343.0,2018-05-07,,12.87407,-59.06687,
#8413,Barnes-Silva,Community Health Centre,St. Lucy,10.0,2022-03-23,2018-11-06,12.99034,-58.94944,Follow-up 2023
474,Barnes-Stone Infirmary,Hospital,St. Joseph,181.0,2022-01-22,,13.01683,-59.12927,
475,Barnett Inc Infirmary,Clinic,St. Lucy,,2019-03-28,,13.24783,-59.22326,
476,"Barnett, Gordon And Davis Medical Center",Hospital,St. George,248.0,2020-06-23,2018-10-17,,,♥
HF-0192,"Barnett, Lee And Malone Hosp",Hospital,St. Andrew,10.0,2025-07-16,,13.15991,-59.23382, 
dc939d,"Barnett, Pitts And Riley Hosp",Other,St. Joseph,345.0,2022-01-04,,13.21351,-58.75799,Good
479,"Barnett, Shannon And Cole Medical Center",Hospital,Christ Church,333.0,2023-04-19,,12.96741,-58.84033,♥
9595,"Barnett, Smith And Mcmillan Health Centre",Clinic,St. Andrew,,2019-08-11,,12.92713,-59.24959,Needs upgrade
#657,"Barnett,-Brewer-And-Jones Health Centre",Clinic,St. George,191.0,2017-11-12,,12.76493,-58.76353,Follow-up 2023
HF-4548,Barnett-Francis Polyclinic,Unknown,St. Andrew,104.0,2023-04-21,,13.12151,-58.74205, 
#8339,Barnett-Hayes Hosp,Hospital,St. George,,2023-06-10,,12.89258,-59.18494,Reinspection due
3930,Barnett-Ward Clinic,Hospital,St. James,10.0,2022-12-26,,13.02575,-58.74898,♥
03968,Barnett-Washington,Community Health Centre,Christ Church,492.0,2023-06-27,,12.81111,-58.72882,Follow-up 2023
4011,Barr And Sons,Community Health Centre,St. Michael,65.0,2024-04-20,,12.70612,-58.73148,
#13,"Barr, Conley And Mendoza Clinic",Polyclinic,St. James,,2024-08-16,,13.17264,-58.87985,-
5506,"Barr, Turner And Manning",Hospital,St. Peter,298.0,2024-07-20,,,,♥
